Transaction_ID,Timestamp,From_Bank,From_Account,To_Bank,To_Account,Amount_Paid,Currency
TXN_00022,2026-01-02 03:13:00,Bank_D,ACC_0115,Bank_A,ACC_0757,211.93,USD
TXN_00023,2026-01-23 18:20:00,Bank_C,ACC_0467,Bank_D,ACC_0462,2062.86,USD
TXN_00024,2026-01-24 12:33:00,Bank_C,ACC_0979,Offshore_Bank_X,ACC_0643,4460.03,USD
TXN_00025,2026-01-04 06:34:00,Bank_C,ACC_0229,Bank_B,ACC_0871,874.16,USD
TXN_00026,2026-01-26 23:01:00,Bank_C,ACC_0062,Bank_B,ACC_0364,2609.19,USD
TXN_00027,2026-01-08 22:42:00,Offshore_Bank_X,ACC_0337,Bank_C,ACC_0294,1313.32,USD
TXN_00028,2026-01-04 08:30:00,Bank_C,ACC_0343,Offshore_Bank_X,ACC_0480,1039.37,USD
TXN_00029,2026-01-20 22:10:00,Bank_D,ACC_0439,Bank_D,ACC_0392,2170.66,USD
TXN_00030,2026-01-05 04:58:00,Bank_D,ACC_0084,Bank_B,ACC_0412,9786.8,USD
TXN_00031,2026-01-24 01:28:00,Bank_C,ACC_0177,Bank_B,ACC_0819,4932.04,USD
TXN_00032,2026-01-17 10:27:00,Bank_B,ACC_0968,Offshore_Bank_X,ACC_0906,2187.95,USD
TXN_00033,2026-01-29 06:53:00,Bank_D,ACC_0820,Offshore_Bank_X,ACC_0075,127.89,USD
TXN_00034,2026-01-25 02:04:00,Bank_A,ACC_0287,Bank_D,ACC_0508,4323.87,USD
TXN_00035,2026-01-07 12:04:00,Bank_C,ACC_0469,Offshore_Bank_X,ACC_0351,3010.38,USD
TXN_00036,2026-01-20 05:40:00,Bank_D,ACC_0204,Bank_C,ACC_0244,2213.5,USD
TXN_00037,2026-01-30 22:02:00,Bank_B,ACC_0835,Offshore_Bank_X,ACC_0177,4383.28,USD
TXN_00038,2026-01-07 03:11:00,Bank_D,ACC_0603,Bank_A,ACC_0475,1955.78,USD
TXN_00039,2026-01-20 20:58:00,Bank_B,ACC_0642,Bank_A,ACC_0910,3278.11,USD
TXN_00040,2026-01-13 00:08:00,Bank_A,ACC_0303,Bank_B,ACC_0931,128.13,USD
TXN_00041,2026-01-24 04:18:00,Bank_D,ACC_0630,Bank_B,ACC_0479,4568.62,USD
TXN_00042,2026-01-17 21:06:00,Bank_B,ACC_0242,Bank_C,ACC_0541,4401.53,USD
TXN_00043,2026-01-03 01:17:00,Offshore_Bank_X,ACC_0441,Bank_B,ACC_0304,813.89,USD
TXN_00044,2026-01-04 16:21:00,Offshore_Bank_X,ACC_0435,Bank_B,ACC_0188,2943.01,USD
TXN_00045,2026-01-26 14:08:00,Offshore_Bank_X,ACC_0511,Bank_A,ACC_0957,4124.96,USD
TXN_00046,2026-01-07 12:47:00,Bank_D,ACC_0115,Bank_C,ACC_0153,3869.86,USD
TXN_00047,2026-01-15 00:56:00,Bank_C,ACC_0081,Offshore_Bank_X,ACC_0859,2842.75,USD
TXN_00048,2026-01-21 11:38:00,Offshore_Bank_X,ACC_0796,Offshore_Bank_X,ACC_0660,980.72,USD
TXN_00049,2026-01-07 23:56:00,Bank_A,ACC_0017,Bank_C,ACC_0217,1833.76,USD
TXN_00050,2026-01-05 12:21:00,Offshore_Bank_X,ACC_0911,Bank_B,ACC_0777,4055.85,USD
TXN_00051,2026-01-26 23:46:00,Bank_C,ACC_0713,Offshore_Bank_X,ACC_0231,593.1,USD
TXN_00052,2026-01-02 00:23:00,Bank_C,ACC_0841,Bank_A,ACC_0824,4456.99,USD
TXN_00053,2026-01-01 02:42:00,Offshore_Bank_X,ACC_0544,Bank_D,ACC_0644,59.98,USD
TXN_00054,2026-01-31 03:02:00,Bank_D,ACC_0963,Offshore_Bank_X,ACC_0216,3259.46,USD
TXN_00055,2026-01-20 04:43:00,Bank_B,ACC_0840,Offshore_Bank_X,ACC_0943,1530.68,USD
TXN_00056,2026-01-06 09:06:00,Bank_A,ACC_0551,Bank_B,ACC_0614,2290.08,USD
TXN_00057,2026-01-24 21:15:00,Bank_A,ACC_0262,Bank_B,ACC_0777,1230.38,USD
TXN_00058,2026-01-22 14:15:00,Bank_B,ACC_0053,Bank_C,ACC_0457,3679.5,USD
TXN_00059,2026-01-02 18:47:00,Offshore_Bank_X,ACC_0174,Bank_C,ACC_0092,1621.4,USD
TXN_00060,2026-01-19 08:46:00,Offshore_Bank_X,ACC_0335,Offshore_Bank_X,ACC_0948,908.89,USD
TXN_00061,2026-01-14 23:26:00,Bank_D,ACC_0015,Bank_B,ACC_0534,3298.21,USD
TXN_00062,2026-01-22 07:41:00,Bank_C,ACC_0713,Bank_A,ACC_0957,2330.94,USD
TXN_00063,2026-01-18 10:14:00,Bank_B,ACC_0379,Bank_B,ACC_0153,2763.07,USD
TXN_00064,2026-01-09 13:29:00,Bank_A,ACC_0729,Bank_C,ACC_0046,2272.17,USD
TXN_00065,2026-01-20 05:22:00,Bank_C,ACC_0621,Bank_C,ACC_0121,3216.13,USD
TXN_00066,2026-01-22 17:30:00,Bank_C,ACC_0375,Offshore_Bank_X,ACC_0321,3882.04,USD
TXN_00067,2026-01-09 17:13:00,Bank_D,ACC_0675,Offshore_Bank_X,ACC_0008,2021.48,USD
TXN_00068,2026-01-24 14:58:00,Bank_B,ACC_0545,Offshore_Bank_X,ACC_0571,488.56,USD
TXN_00069,2026-01-19 12:27:00,Offshore_Bank_X,ACC_0777,Offshore_Bank_X,ACC_0799,45.69,USD
TXN_00070,2026-01-12 11:06:00,Offshore_Bank_X,ACC_0370,Bank_D,ACC_0866,9351.62,USD
TXN_00071,2026-01-13 07:44:00,Bank_A,ACC_0473,Bank_A,ACC_0421,2488.39,USD
TXN_00072,2026-01-20 10:01:00,Offshore_Bank_X,ACC_0058,Bank_B,ACC_0013,985.64,USD
TXN_00073,2026-01-28 09:14:00,Bank_C,ACC_0821,Bank_D,ACC_0383,3006.6,USD
TXN_00074,2026-01-02 15:24:00,Bank_C,ACC_0585,Bank_D,ACC_0208,2505.74,USD
TXN_00075,2026-01-15 12:16:00,Bank_C,ACC_0109,Bank_D,ACC_0574,4481.45,USD
TXN_00076,2026-01-26 07:28:00,Bank_C,ACC_0883,Bank_B,ACC_0260,3354.59,USD
TXN_00077,2026-01-08 04:07:00,Bank_B,ACC_0442,Bank_B,ACC_0023,205.54,USD
TXN_00078,2026-01-06 06:53:00,Bank_D,ACC_0245,Bank_A,ACC_0135,3381.0,USD
TXN_00079,2026-01-14 15:09:00,Bank_D,ACC_0938,Bank_C,ACC_0869,4875.94,USD
TXN_00080,2026-01-26 15:17:00,Bank_A,ACC_0045,Bank_B,ACC_0476,1902.86,USD
TXN_00081,2026-01-27 23:38:00,Bank_A,ACC_0017,Offshore_Bank_X,ACC_0490,4976.2,USD
TXN_00082,2026-01-04 06:27:00,Bank_D,ACC_0557,Bank_A,ACC_8888,3240.6,USD
TXN_00083,2026-01-25 03:51:00,Bank_C,ACC_0577,Bank_C,ACC_0899,1212.53,USD
TXN_00084,2026-01-30 04:36:00,Offshore_Bank_X,ACC_0269,Bank_D,ACC_0111,4807.41,USD
TXN_00085,2026-01-02 10:25:00,Bank_B,ACC_0171,Bank_A,ACC_0368,573.92,USD
TXN_00086,2026-01-09 05:26:00,Offshore_Bank_X,ACC_0239,Bank_B,ACC_0330,954.45,USD
TXN_00087,2026-01-29 05:43:00,Bank_C,ACC_0966,Bank_D,ACC_0650,4978.53,USD
TXN_00088,2026-01-09 04:12:00,Bank_D,ACC_0182,Offshore_Bank_X,ACC_0896,290.35,USD
TXN_00089,2026-01-02 02:37:00,Bank_C,ACC_0727,Bank_C,ACC_0968,4525.41,USD
TXN_00090,2026-01-30 01:59:00,Bank_A,ACC_0318,Bank_A,ACC_0301,2988.75,USD
TXN_00091,2026-01-06 13:12:00,Offshore_Bank_X,ACC_0962,Bank_C,ACC_0576,4157.23,USD
TXN_00092,2026-01-08 20:59:00,Bank_C,ACC_0433,Bank_D,ACC_0545,3452.67,USD
TXN_00093,2026-01-27 17:57:00,Offshore_Bank_X,ACC_0191,Bank_C,ACC_0373,1189.04,USD
TXN_00094,2026-01-05 02:40:00,Bank_A,ACC_0807,Bank_B,ACC_0288,1218.02,USD
TXN_00095,2026-01-04 13:22:00,Bank_D,ACC_0748,Bank_A,ACC_0755,4786.98,USD
TXN_00096,2026-01-25 02:46:00,Bank_B,ACC_0570,Offshore_Bank_X,ACC_0075,1844.64,USD
TXN_00097,2026-01-19 19:40:00,Bank_D,ACC_0679,Bank_D,ACC_0414,45.71,USD
TXN_00098,2026-01-14 03:05:00,Bank_B,ACC_0590,Offshore_Bank_X,ACC_0568,1108.03,USD
TXN_00099,2026-01-17 21:20:00,Bank_D,ACC_0546,Bank_A,ACC_0062,804.72,USD
TXN_00100,2026-01-05 03:50:00,Bank_C,ACC_0529,Bank_B,ACC_0873,4409.82,USD
TXN_00101,2026-01-09 03:40:00,Bank_D,ACC_0148,Bank_C,ACC_0068,4935.78,USD
TXN_00102,2026-01-12 20:25:00,Bank_B,ACC_0202,Bank_C,ACC_0313,3626.19,USD
TXN_00103,2026-01-02 20:29:00,Bank_B,ACC_0213,Bank_A,ACC_0129,9204.04,USD
TXN_00104,2026-01-05 11:49:00,Bank_B,ACC_0925,Bank_C,ACC_0270,829.16,USD
TXN_00105,2026-01-02 12:07:00,Bank_B,ACC_0977,Bank_D,ACC_0978,856.58,USD
TXN_00106,2026-01-14 03:56:00,Bank_B,ACC_0491,Bank_B,ACC_0997,1552.98,USD
TXN_00107,2026-01-15 04:13:00,Bank_D,ACC_0019,Bank_B,ACC_0062,4479.02,USD
TXN_00108,2026-01-03 00:24:00,Bank_A,ACC_0394,Bank_A,ACC_0121,1476.05,USD
TXN_00109,2026-01-19 10:41:00,Bank_B,ACC_0562,Bank_C,ACC_0901,3354.29,USD
TXN_00110,2026-01-12 20:20:00,Bank_C,ACC_0635,Bank_A,ACC_0232,2508.02,USD
TXN_00111,2026-01-29 04:25:00,Bank_C,ACC_0276,Offshore_Bank_X,ACC_0541,4798.42,USD
TXN_00112,2026-01-13 17:12:00,Offshore_Bank_X,ACC_0326,Offshore_Bank_X,ACC_0981,990.52,USD
TXN_00113,2026-01-13 08:16:00,Bank_C,ACC_0617,Bank_C,ACC_0573,755.65,USD
TXN_00114,2026-01-10 08:03:00,Bank_A,ACC_0957,Offshore_Bank_X,ACC_0727,1674.02,USD
TXN_00115,2026-01-14 00:39:00,Bank_B,ACC_0909,Bank_A,ACC_0858,3755.97,USD
TXN_00116,2026-01-03 05:01:00,Bank_A,ACC_0888,Bank_A,ACC_0767,3954.5,USD
TXN_00117,2026-01-20 13:58:00,Bank_C,ACC_0976,Bank_B,ACC_0973,1020.3,USD
TXN_00118,2026-01-17 06:35:00,Bank_B,ACC_0277,Bank_D,ACC_0677,1612.69,USD
TXN_00119,2026-01-23 04:41:00,Bank_B,ACC_0882,Bank_A,ACC_0549,2952.2,USD
TXN_00120,2026-01-18 13:25:00,Offshore_Bank_X,ACC_0610,Offshore_Bank_X,ACC_0392,419.42,USD
TXN_00121,2026-01-20 19:45:00,Offshore_Bank_X,ACC_0416,Bank_A,ACC_0696,1917.27,USD
TXN_00122,2026-01-21 09:07:00,Bank_A,ACC_0012,Bank_A,ACC_0365,3575.33,USD
TXN_00123,2026-01-28 08:25:00,Bank_B,ACC_0640,Bank_C,ACC_0193,4085.54,USD
TXN_00124,2026-01-01 04:26:00,Bank_C,ACC_0388,Bank_A,ACC_0160,2076.75,USD
TXN_00125,2026-01-11 10:50:00,Bank_C,ACC_0622,Bank_C,ACC_0796,258.6,USD
TXN_00126,2026-01-04 15:10:00,Bank_B,ACC_0594,Bank_D,ACC_0636,3347.28,USD
TXN_00127,2026-01-18 10:16:00,Bank_C,ACC_0105,Bank_B,ACC_0863,742.19,USD
TXN_00128,2026-01-21 09:15:00,Bank_B,ACC_0733,Bank_C,ACC_0657,2743.65,USD
TXN_00129,2026-01-16 07:04:00,Bank_A,ACC_0384,Offshore_Bank_X,ACC_0135,2540.69,USD
TXN_00130,2026-01-27 19:11:00,Bank_C,ACC_0089,Bank_C,ACC_0360,2230.56,USD
TXN_00131,2026-01-02 21:04:00,Bank_C,ACC_0192,Bank_D,ACC_0682,3391.68,USD
TXN_00132,2026-01-29 17:38:00,Bank_B,ACC_0805,Bank_D,ACC_0786,4558.26,USD
TXN_00133,2026-01-21 03:22:00,Bank_C,ACC_0541,Bank_C,ACC_0211,2306.52,USD
TXN_00134,2026-01-24 11:20:00,Offshore_Bank_X,ACC_0332,Bank_B,ACC_0983,2743.44,USD
TXN_00135,2026-01-19 19:17:00,Bank_A,ACC_0653,Bank_B,ACC_0418,3709.83,USD
TXN_00136,2026-01-06 01:56:00,Offshore_Bank_X,ACC_0868,Bank_B,ACC_0795,2672.47,USD
TXN_00137,2026-01-21 20:24:00,Bank_A,ACC_0571,Offshore_Bank_X,ACC_0344,819.22,USD
TXN_00138,2026-01-19 15:10:00,Offshore_Bank_X,ACC_0785,Bank_B,ACC_0597,1998.58,USD
TXN_00139,2026-01-05 09:54:00,Bank_C,ACC_0721,Bank_D,ACC_0586,375.79,USD
TXN_00140,2026-01-09 03:23:00,Bank_A,ACC_0812,Bank_D,ACC_0597,94.41,USD
TXN_00141,2026-01-18 07:12:00,Bank_D,ACC_0804,Bank_C,ACC_0998,3216.93,USD
TXN_00142,2026-01-29 05:09:00,Bank_D,ACC_7777,Bank_B,ACC_0922,9131.77,USD
TXN_00143,2026-01-18 06:10:00,Bank_D,ACC_0884,Offshore_Bank_X,ACC_0317,3729.15,USD
TXN_00144,2026-01-07 04:15:00,Bank_D,ACC_0755,Bank_D,ACC_0277,3073.47,USD
TXN_00145,2026-01-21 03:32:00,Offshore_Bank_X,ACC_0883,Bank_B,ACC_0076,1589.51,USD
TXN_00146,2026-01-14 08:57:00,Offshore_Bank_X,ACC_0894,Bank_D,ACC_0797,4321.19,USD
TXN_00147,2026-01-05 20:36:00,Bank_C,ACC_0152,Bank_B,ACC_0874,1216.33,USD
TXN_00148,2026-01-19 20:35:00,Bank_D,ACC_0715,Bank_D,ACC_0230,72551.33,USD
TXN_00149,2026-01-27 05:28:00,Offshore_Bank_X,ACC_0157,Bank_A,ACC_0270,9911.85,USD
TXN_00150,2026-01-07 13:48:00,Bank_C,ACC_0928,Bank_B,ACC_0777,4645.97,USD
TXN_00151,2026-01-02 17:31:00,Bank_B,ACC_0971,Offshore_Bank_X,ACC_0105,1281.86,USD
TXN_00152,2026-01-30 03:51:00,Bank_D,ACC_0586,Bank_B,ACC_0701,84.49,USD
TXN_00153,2026-01-09 08:06:00,Bank_A,ACC_0449,Bank_C,ACC_0828,4988.22,USD
TXN_00154,2026-01-13 06:33:00,Bank_A,ACC_0459,Offshore_Bank_X,ACC_0653,139.08,USD
TXN_00155,2026-01-16 13:31:00,Offshore_Bank_X,ACC_0548,Bank_B,ACC_0783,2335.74,USD
TXN_00156,2026-01-11 21:46:00,Bank_B,ACC_0227,Bank_D,ACC_0116,4383.91,USD
TXN_00157,2026-01-07 19:26:00,Bank_D,ACC_0104,Bank_D,ACC_0127,1033.65,USD
TXN_00158,2026-01-30 01:02:00,Bank_B,ACC_0072,Bank_C,ACC_0845,1280.66,USD
TXN_00159,2026-01-18 18:48:00,Bank_D,ACC_0884,Bank_C,ACC_0017,4526.62,USD
TXN_00160,2026-01-02 15:42:00,Bank_C,ACC_0185,Bank_B,ACC_0682,3699.99,USD
TXN_00161,2026-01-02 15:28:00,Bank_A,ACC_0235,Offshore_Bank_X,ACC_0359,1612.73,USD
TXN_00162,2026-01-08 06:50:00,Bank_A,ACC_0230,Offshore_Bank_X,ACC_0928,2812.11,USD
TXN_00163,2026-01-02 00:39:00,Offshore_Bank_X,ACC_0256,Bank_B,ACC_0334,200.64,USD
TXN_00164,2026-01-12 08:36:00,Bank_C,ACC_0579,Bank_C,ACC_0381,3385.74,USD
TXN_00165,2026-01-15 13:25:00,Bank_C,ACC_0107,Offshore_Bank_X,ACC_0195,3616.64,USD
TXN_00166,2026-01-28 01:59:00,Bank_C,ACC_0896,Bank_A,ACC_0462,1409.74,USD
TXN_00167,2026-01-15 19:08:00,Bank_C,ACC_0187,Offshore_Bank_X,ACC_0484,1102.25,USD
TXN_00168,2026-01-08 16:46:00,Offshore_Bank_X,ACC_0132,Bank_D,ACC_0481,1887.26,USD
TXN_00169,2026-01-16 00:24:00,Bank_D,ACC_0935,Bank_A,ACC_0424,4383.75,USD
TXN_00170,2026-01-20 08:03:00,Bank_B,ACC_0903,Offshore_Bank_X,ACC_0536,81.26,USD
TXN_00171,2026-01-06 06:21:00,Offshore_Bank_X,ACC_0278,Bank_D,ACC_0560,2905.92,USD
TXN_00172,2026-01-08 07:37:00,Bank_C,ACC_0844,Offshore_Bank_X,ACC_0261,3972.16,USD
TXN_00173,2026-01-02 14:13:00,Bank_A,ACC_0557,Bank_C,ACC_0249,999.49,USD
TXN_00174,2026-01-21 17:29:00,Bank_A,ACC_0071,Bank_A,ACC_0306,3632.86,USD
TXN_00175,2026-01-25 03:17:00,Bank_D,ACC_0026,Bank_A,ACC_0649,4940.05,USD
TXN_00176,2026-01-01 23:10:00,Bank_C,ACC_0877,Bank_D,ACC_0117,3797.14,USD
TXN_00177,2026-01-03 06:08:00,Bank_A,ACC_0971,Offshore_Bank_X,ACC_0076,454.1,USD
TXN_00178,2026-01-01 05:43:00,Bank_D,ACC_0088,Bank_C,ACC_0343,959.34,USD
TXN_00179,2026-01-08 21:49:00,Bank_D,ACC_0643,Bank_D,ACC_0091,1590.15,USD
TXN_00180,2026-01-26 20:35:00,Bank_B,ACC_0455,Bank_A,ACC_0576,577.24,USD
TXN_00181,2026-01-02 00:18:00,Bank_B,ACC_0097,Bank_C,ACC_0630,2553.74,USD
TXN_00182,2026-01-27 16:26:00,Bank_A,ACC_0666,Bank_C,ACC_0427,2605.1,USD
TXN_00183,2026-01-15 20:56:00,Bank_C,ACC_0766,Bank_C,ACC_0683,101.9,USD
TXN_00184,2026-01-03 02:15:00,Bank_B,ACC_0720,Bank_A,ACC_8888,4890.03,USD
TXN_00185,2026-01-05 08:26:00,Bank_B,ACC_0298,Bank_C,ACC_0299,900.25,USD
TXN_00186,2026-01-20 18:50:00,Bank_C,ACC_0626,Bank_C,ACC_0270,409.38,USD
TXN_00187,2026-01-06 22:13:00,Bank_A,ACC_0317,Bank_C,ACC_0007,1539.65,USD
TXN_00188,2026-01-24 03:12:00,Bank_B,ACC_0595,Bank_C,ACC_0165,2082.14,USD
TXN_00189,2026-01-14 02:40:00,Bank_C,ACC_0554,Bank_A,ACC_0319,3383.09,USD
TXN_00190,2026-01-15 02:12:00,Offshore_Bank_X,ACC_0415,Offshore_Bank_X,ACC_0207,969.11,USD
TXN_00191,2026-01-14 14:05:00,Bank_A,ACC_0966,Bank_B,ACC_0263,1134.68,USD
TXN_00192,2026-01-03 15:24:00,Bank_A,ACC_0305,Bank_B,ACC_0116,3852.92,USD
TXN_00193,2026-01-22 17:15:00,Offshore_Bank_X,ACC_0103,Bank_A,ACC_0116,3662.54,USD
TXN_00194,2026-01-03 05:06:00,Bank_B,ACC_0949,Bank_A,ACC_0154,16.83,USD
TXN_00195,2026-01-29 00:45:00,Bank_C,ACC_0761,Offshore_Bank_X,ACC_0392,657.58,USD
TXN_00196,2026-01-20 17:30:00,Bank_D,ACC_0598,Bank_B,ACC_0574,2706.92,USD
TXN_00197,2026-01-31 17:43:00,Bank_A,ACC_0589,Bank_D,ACC_0674,4654.42,USD
TXN_00198,2026-01-30 08:47:00,Bank_C,ACC_0037,Bank_A,ACC_0606,4221.46,USD
TXN_00199,2026-01-17 18:55:00,Bank_D,ACC_0609,Bank_D,ACC_0768,2192.18,USD
TXN_00200,2026-01-05 10:13:00,Bank_A,ACC_0192,Bank_A,ACC_0225,92129.06,USD
TXN_00201,2026-01-10 03:30:00,Bank_D,ACC_0755,Bank_A,ACC_0050,3104.4,USD
TXN_00202,2026-01-08 09:12:00,Bank_C,ACC_0591,Bank_C,ACC_0019,1210.69,USD
TXN_00203,2026-01-25 02:42:00,Offshore_Bank_X,ACC_0457,Bank_A,ACC_0836,3278.89,USD
TXN_00204,2026-01-23 22:37:00,Bank_B,ACC_0612,Bank_D,ACC_0759,959.08,USD
TXN_00205,2026-01-20 11:25:00,Offshore_Bank_X,ACC_0945,Offshore_Bank_X,ACC_0193,3129.56,USD
TXN_00206,2026-01-04 19:02:00,Bank_B,ACC_0348,Bank_C,ACC_0540,3441.96,USD
TXN_00207,2026-01-24 16:58:00,Bank_A,ACC_0373,Bank_A,ACC_0809,1653.83,USD
TXN_00208,2026-01-07 05:22:00,Offshore_Bank_X,ACC_0620,Bank_B,ACC_0712,1197.15,USD
TXN_00209,2026-01-27 18:07:00,Offshore_Bank_X,ACC_0368,Bank_D,ACC_0019,2923.12,USD
TXN_00210,2026-01-25 08:46:00,Bank_C,ACC_0704,Bank_B,ACC_0965,2034.51,USD
TXN_00211,2026-01-10 17:03:00,Bank_D,ACC_0659,Offshore_Bank_X,ACC_0738,896.84,USD
TXN_00212,2026-01-29 17:03:00,Bank_C,ACC_0640,Bank_C,ACC_0123,4622.64,USD
TXN_00213,2026-01-15 19:52:00,Bank_A,ACC_0720,Bank_A,ACC_0050,3095.26,USD
TXN_00214,2026-01-03 12:47:00,Bank_B,ACC_0527,Bank_B,ACC_0823,4993.32,USD
TXN_00215,2026-01-03 09:47:00,Bank_A,ACC_0342,Bank_B,ACC_0698,4457.64,USD
TXN_00216,2026-01-01 19:39:00,Bank_B,ACC_0575,Bank_C,ACC_0772,3288.65,USD
TXN_00217,2026-01-05 01:03:00,Bank_B,ACC_0427,Offshore_Bank_X,ACC_0847,3593.68,USD
TXN_00218,2026-01-12 19:11:00,Bank_B,ACC_0216,Offshore_Bank_X,ACC_0312,438.45,USD
TXN_00219,2026-01-19 09:30:00,Bank_B,ACC_0753,Bank_A,ACC_0131,2088.28,USD
TXN_00220,2026-01-25 07:25:00,Bank_A,ACC_0283,Bank_C,ACC_0820,3693.9,USD
TXN_00221,2026-01-19 08:42:00,Bank_B,ACC_0015,Bank_B,ACC_0945,3849.4,USD
TXN_00222,2026-01-30 12:49:00,Bank_C,ACC_0523,Bank_A,ACC_0957,4750.71,USD
TXN_00223,2026-01-30 17:06:00,Bank_D,ACC_0632,Bank_C,ACC_0035,4140.79,USD
TXN_00224,2026-01-16 13:20:00,Offshore_Bank_X,ACC_0155,Offshore_Bank_X,ACC_0075,3599.47,USD
TXN_00225,2026-01-20 10:25:00,Bank_B,ACC_0720,Bank_D,ACC_0256,3775.97,USD
TXN_00226,2026-01-20 12:12:00,Bank_C,ACC_0826,Bank_D,ACC_0410,4645.77,USD
TXN_00227,2026-01-04 17:46:00,Offshore_Bank_X,ACC_0660,Bank_C,ACC_0869,835.58,USD
TXN_00228,2026-01-25 11:10:00,Offshore_Bank_X,ACC_0443,Bank_C,ACC_0319,669.34,USD
TXN_00229,2026-01-06 08:23:00,Bank_A,ACC_0984,Bank_B,ACC_0259,182.15,USD
TXN_00230,2026-01-05 23:53:00,Bank_D,ACC_0261,Bank_C,ACC_0240,2541.46,USD
TXN_00231,2026-01-01 01:20:00,Bank_B,ACC_0554,Bank_C,ACC_0274,1897.09,USD
TXN_00232,2026-01-02 04:08:00,Bank_B,ACC_0684,Bank_A,ACC_0580,4584.12,USD
TXN_00233,2026-01-13 05:43:00,Bank_B,ACC_0887,Offshore_Bank_X,ACC_0700,785.79,USD
TXN_00234,2026-01-06 02:34:00,Bank_B,ACC_0295,Bank_A,ACC_0114,3992.26,USD
TXN_00235,2026-01-23 02:58:00,Bank_D,ACC_0118,Bank_C,ACC_0598,907.78,USD
TXN_00236,2026-01-16 14:52:00,Bank_C,ACC_0851,Bank_C,ACC_0446,3918.42,USD
TXN_00237,2026-01-06 09:43:00,Bank_B,ACC_0584,Bank_B,ACC_0760,1837.03,USD
TXN_00238,2026-01-24 14:54:00,Bank_B,ACC_0164,Bank_C,ACC_0175,1012.61,USD
TXN_00239,2026-01-23 16:09:00,Offshore_Bank_X,ACC_0027,Bank_B,ACC_0946,4968.48,USD
TXN_00240,2026-01-05 20:47:00,Offshore_Bank_X,ACC_0841,Bank_D,ACC_0214,1201.58,USD
TXN_00241,2026-01-25 11:33:00,Bank_D,ACC_0239,Bank_B,ACC_0082,200.16,USD
TXN_00242,2026-01-13 16:40:00,Bank_B,ACC_0647,Bank_B,ACC_0129,846.76,USD
TXN_00243,2026-01-02 23:54:00,Bank_B,ACC_0153,Offshore_Bank_X,ACC_0166,945.7,USD
TXN_00244,2026-01-25 11:47:00,Bank_C,ACC_0066,Bank_C,ACC_0296,123.52,USD
TXN_00245,2026-01-19 16:47:00,Bank_B,ACC_0054,Bank_C,ACC_0862,4909.14,USD
TXN_00246,2026-01-18 20:07:00,Bank_C,ACC_0047,Bank_A,ACC_0839,964.03,USD
TXN_00247,2026-01-04 15:26:00,Bank_C,ACC_0764,Bank_D,ACC_0045,3865.85,USD
TXN_00248,2026-01-10 10:17:00,Bank_A,ACC_0470,Bank_C,ACC_0599,3735.52,USD
TXN_00249,2026-01-30 04:50:00,Bank_A,ACC_0656,Bank_D,ACC_0636,1244.88,USD
